YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS 
2000 01 09 23 308  1.3  1.9  0.21 10.00  4.98 999 1016.6   6.3   5.5   1.3 99.0
2000 01 10 00 157  1.8  2.5  0.24 10.00  5.16 999 1017.2   6.5   5.5   1.3 99.0
2000 01 10 01 175  2.3  3.0  0.25 10.00  5.05 999 1017.2   5.9   5.5   2.0 99.0
2000 01 10 02 195  0.7  0.9  0.23 11.11  5.11 999 1017.3   5.9   5.5   1.8 99.0
2000 01 10 03 180  0.0  0.4  0.24 10.00  5.21 999 1017.1   5.6   5.6   1.5 99.0
2000 01 10 04  24  2.0  2.6  0.25 10.00  4.92 999 1017.1   5.8   5.6   3.0 99.0
2000 01 10 05  25  3.9  4.5  0.25 10.00  5.34 999 1016.9   5.9   5.6   1.8 99.0
2000 01 10 06  38  3.8  4.6  0.24 11.11  5.43 999 1017.2   5.9   5.6   1.6 99.0
2000 01 10 07  44  4.4  5.3  0.25 10.00  5.42 999 1017.3   5.7   5.6   1.1 99.0
2000 01 10 08  58  4.7  5.3  0.24 10.00  5.22 999 1017.3   5.5   5.6   1.0 99.0
2000 01 10 09  73  3.0  3.6  0.28 10.00  5.07 999 1017.9   5.6   5.6   2.2 99.0
2000 01 10 10  86  2.5  3.0  0.27 10.00  5.48 999 1017.8   5.8   5.6   3.0 99.0
2000 01 10 11  79  2.8  3.5  0.28 10.00  5.62 999 1017.9   5.9   5.6   2.4 99.0
2000 01 10 12  64  3.1  3.5  0.31 10.00  5.59 999 1017.4   5.9   5.6   3.0 99.0
2000 01 10 13  73  2.2  2.6  0.29 10.00  5.11 999 1019.2   5.9   5.6   3.6 99.0
2000 01 10 14  80  5.7  6.6  0.32  8.33  4.97 999 1017.3   5.9   5.6   3.8 99.0
2000 01 10 15  88  6.9  8.0  0.42 10.00  4.01 999 1016.7   6.2   5.6   3.6 99.0
2000 01 10 16  97  7.9  9.2  0.67  3.33  3.41 999 1015.7   6.2   5.6   3.8 99.0
2000 01 10 17 101  8.5 10.0  0.84  4.00  3.69 999 1013.5   6.0   5.6   3.9 99.0
2000 01 10 18 108  8.3  9.7  0.99  4.55  4.04 999 1012.7   6.0   5.6   4.1 99.0
2000 01 10 19 101  9.1 11.0  1.27  5.26  4.36 999 1009.7   6.0   5.6   4.4 99.0
2000 01 10 20  92 10.1 12.3  1.33  5.26  4.29 999 1007.3   6.0   5.6   4.4 99.0
2000 01 10 21  93 11.7 14.4  1.65  5.56  4.67 999 1004.6   6.1   5.6   4.5 99.0
2000 01 10 22  90 11.7 13.5  1.89  6.25  4.83 999 1001.0   6.2   5.6   5.2 99.0
2000 01 10 23  95 14.5 17.5  2.41  6.67  5.30 999  996.0   7.0   5.6   6.1 99.0
2000 01 11 00 106 16.0 19.8  3.06  6.67  5.73 999  991.6   7.9   5.6   7.0 99.0
2000 01 11 01 135 11.0 13.1  3.17  7.69  6.03 999  990.0   8.0   5.6   7.3 99.0
2000 01 11 02 190  8.1 10.7  2.96  7.69  6.15 999  988.8  10.1   5.6   9.5 99.0
2000 01 11 03 238 12.3 15.4  2.77  8.33  6.08 999  989.6  10.3   5.6   6.2 99.0
2000 01 11 04 246 13.1 17.1  2.69  8.33  5.74 999  992.1   8.4   5.6   3.6 99.0
2000 01 11 05 229 10.1 12.9  2.19  8.33  5.78 999  994.0   7.8   5.6   3.8 99.0
2000 01 11 06 225  9.4 13.6  1.91  8.33  5.81 999  994.7   7.9   5.6   3.6 99.0
2000 01 11 07 233 11.5 14.6  1.74  9.09  5.42 999  996.0   8.2   5.6   3.3 99.0
2000 01 11 08 229  9.4 11.8  1.83  9.09  5.84 999  997.2   7.9   5.6   2.3 99.0
2000 01 11 09 222 11.1 13.6  1.47  8.33  5.53 999  997.2   7.8   5.6   2.2 99.0
2000 01 11 10 217 11.3 14.9  1.65  8.33  5.23 999  997.8   7.6   5.6   1.5 99.0
